, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
360,53,381,2,2,84,318,42,42,42.0,0.0,159,159,159.0,0.0,1055118.11,10498.68766,127.0,179.8777363,333,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,64,64,5249.343832,5249.343832,42,159,88.8,64.08353923,4106.7,0,0,0,0,0,0,0,0,1,111.0,42.0,159.0,64,0,0,0,0,0,0,2,84,2,318,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
361,53,25303,2,2,66,230,33,33,33.0,0.0,115,115,115.0,0.0,11698.2176,158.0840217,8434.333333,14604.36374,25298,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,40,79.04201083,79.04201083,33,115,65.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,82.25,33.0,115.0,40,0,0,0,0,0,0,2,66,2,230,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
362,80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
363,53,243783,2,2,66,234,33,33,33.0,0.0,117,117,117.0,0.0,1230.602626,16.40803501,81261.0,140742.9845,243777,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,8.204017507,8.204017507,33,117,66.6,46.00869483,2116.8,0,0,0,0,0,0,0,0,1,83.25,33.0,117.0,64,0,0,0,0,0,0,2,66,2,234,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
364,54892,57,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,210526.3158,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,17543.85965,17543.85965,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,512,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
365,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
366,41649,51,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,400,625,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
367,80,109884257,4,3,362,0,351,0,90.5,173.7440646,0,0,0.0,0.0,3.294375463,0.063703393,18300000.0,44900000.0,110000000,52,110000000,36600000.0,63400000.0,110000000,628,110000000,54900000.0,77700000.0,110000000,5204,0,0,0,0,136,104,0.036401939,0.027301454,0,351,45.25,123.6016066,15277.35714,0,0,0,1,0,0,0,0,0,51.71428571,90.5,0.0,136,0,0,0,0,0,0,4,362,3,0,29200,235,2,32,5312.0,0.0,5312,5312,110000000.0,0.0,110000000,110000000,0
368,80,98729786,6,7,343,11595,325,0,57.16666667,131.2439205,5792,0,1656.428571,2120.732252,120.9158906,0.131672523,8227482.167,28500000.0,98700000,1,98700000,19700000.0,44100000.0,98700000,1,98700000,16500000.0,40300000.0,98700000,45,0,0,0,0,164,232,0.060771934,0.070900589,0,5792,853.1428571,1666.575293,2777473.209,1,0,0,0,0,0,0,0,1,918.7692308,57.16666667,1656.428571,164,0,0,0,0,0,0,6,343,7,11595,0,235,3,20,11008.0,0.0,11008,11008,98700000.0,0.0,98700000,98700000,0
369,80,98925122,8,7,690,11595,333,0,86.25,152.3199171,4344,0,1656.428571,1760.597234,124.1848355,0.151629836,7066080.143,26300000.0,98500000,1,98800000,14100000.0,37200000.0,98500000,1,98900000,16500000.0,40200000.0,98600000,17,0,0,0,0,216,232,0.080869246,0.07076059,0,4344,768.1875,1380.450903,1905644.696,1,0,0,0,0,0,0,0,0,819.4,86.25,1656.428571,216,0,0,0,0,0,0,8,690,7,11595,0,235,5,20,32029.0,0.0,32029,32029,98500000.0,0.0,98500000,98500000,0
370,80,3095469,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.93831694,619093.8,905326.6874,2023837,51,1071632,535816.0,724476.1522,1048098,23534,3071986,1535993.0,690000.4539,2023897,1048089,0,0,0,0,104,112,0.96915847,0.96915847,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,3,0,29200,29,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
371,443,76897751,32,29,13840,11242,1923,0,432.5,741.2024668,1672,0,387.6551724,568.6286936,326.1733883,0.793261171,1281629.183,3245934.592,10200000,35,76900000,2480572.613,4236195.329,10200000,83,76800000,2743353.107,4390572.628,10200000,172,0,0,0,0,1032,936,0.416137008,0.377124163,0,1923,404.5483871,656.383926,430839.8583,0,0,0,1,0,0,0,0,0,411.1803279,432.5,387.6551724,1032,0,0,0,0,0,0,32,13840,29,11242,29200,225,10,32,908754.5714,1408985.0,2998242,83601,10100000.0,175204.418,10200000,9688507,1
372,57782,283,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,173144.8763,14134.27562,94.33333333,161.6580754,281,1,283,141.5,197.282792,281,2,0,0.0,0.0,0,0,0,0,0,0,60,20,10600.70671,3533.568905,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,980,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
373,80,99461885,9,6,311,11595,311,0,34.55555556,103.6666667,5792,0,1932.5,2179.547086,119.704146,0.15081154,7104420.357,26500000.0,99300000,1,99300000,12400000.0,35100000.0,99300000,1,146645,29329.0,59355.12651,135172,68,0,0,0,0,296,200,0.090486924,0.060324616,0,5792,744.125,1578.958174,2493108.917,0,0,0,0,1,0,0,0,0,793.7333333,34.55555556,1932.5,296,0,0,0,0,0,0,9,311,6,11595,251,235,1,32,1995.0,0.0,1995,1995,99300000.0,0.0,99300000,99300000,0
374,80,84253254,7,8,352,11595,328,0,50.28571429,122.4931485,5792,0,1449.375,2046.673464,141.7986776,0.178034667,6018089.571,22500000.0,84100000,1,84100000,14000000.0,34300000.0,84100000,1,84300000,12000000.0,31800000.0,84100000,45,0,0,0,0,184,264,0.083082844,0.094951822,0,5792,747.0625,1577.038045,2487048.996,1,0,0,0,0,0,0,0,1,796.8666667,50.28571429,1449.375,184,0,0,0,0,0,0,7,352,8,11595,0,235,4,20,9002.0,0.0,9002,9002,84100000.0,0.0,84100000,84100000,0
375,53,178,2,2,72,146,36,36,36.0,0.0,73,73,73.0,0.0,1224719.101,22471.91011,59.33333333,97.57219549,172,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11235.95506,11235.95506,36,73,50.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,63.5,36.0,73.0,64,0,0,0,0,0,0,2,72,2,146,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
376,443,186743,7,4,376,3508,201,0,53.71428571,78.68653906,2920,0,877.0,1389.081711,20798.6377,58.9044837,18674.3,25128.88441,69876,4,186743,31123.83333,27336.86596,69876,370,119404,39801.33333,65413.76212,115304,187,0,0,0,0,152,92,37.48467145,21.41981226,0,2920,323.6666667,834.7773065,696853.1515,0,0,0,1,0,0,0,0,0,353.0909091,53.71428571,877.0,152,0,0,0,0,0,0,7,376,4,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,1
377,53,202,2,2,84,212,42,42,42.0,0.0,106,106,106.0,0.0,1465346.535,19801.9802,67.33333333,75.19530127,150,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,9900.990099,9900.990099,42,106,67.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,84.5,42.0,106.0,64,0,0,0,0,0,0,2,84,2,212,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
378,56794,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
379,48501,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,7660,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
380,53,30991,2,2,88,200,44,44,44.0,0.0,100,100,100.0,0.0,9293.020554,129.0697299,10330.33333,17847.64243,30939,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,40,64.53486496,64.53486496,44,100,66.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,83.0,44.0,100.0,40,0,0,0,0,0,0,2,88,2,200,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
381,53,30315,1,1,44,72,44,44,44.0,0.0,72,72,72.0,0.0,3826.488537,65.97394029,30315.0,0.0,30315,30315,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.98697015,32.98697015,44,72,53.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,80.0,44.0,72.0,32,0,0,0,0,0,0,1,44,1,72,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
382,80,11450899,8,4,300,11632,300,0,37.5,106.0660172,11632,0,2908.0,5816.0,1042.014256,1.047952654,1040990.818,2337644.571,6445186,0,6448332,921190.2857,2436452.441,6446545,0,11500000,3816956.333,3382409.627,6445186,842,0,0,0,0,264,136,0.698635103,0.349317551,0,11632,917.8461538,3220.270223,10400000.0,0,0,0,1,0,0,0,0,0,994.3333333,37.5,2908.0,264,0,0,0,0,0,0,8,300,4,11632,29200,235,1,32,872.0,0.0,872,872,6445186.0,0.0,6445186,6445186,0
383,80,116845484,8,6,356,11595,356,0,44.5,125.8650071,5792,0,1932.5,2362.781391,102.2803757,0.119816355,8988114.154,27900000.0,101000000,1,117000000,16700000.0,37500000.0,101000000,1,189714,37942.8,73917.49496,169273,59,0,0,0,0,272,200,0.068466489,0.051349866,0,5792,796.7333333,1709.761741,2923285.21,0,0,0,0,1,0,0,0,0,853.6428571,44.5,1932.5,272,0,0,0,0,0,0,8,356,6,11595,274,235,1,32,5.0,0.0,5,5,58300000.0,59800000.0,101000000,16000000,0
384,53,408965,2,2,60,132,30,30,30.0,0.0,66,66,66.0,0.0,469.4778282,9.780788087,136321.6667,236112.5887,408961,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,4.890394044,4.890394044,30,66,44.4,19.71801207,388.8,0,0,0,0,0,0,0,0,1,55.5,30.0,66.0,64,0,0,0,0,0,0,2,60,2,132,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
385,80,99673913,6,7,358,11595,358,0,59.66666667,146.152888,4344,0,1656.428571,1757.579003,119.9210469,0.1304253,8306159.417,28700000.0,99500000,0,99500000,19900000.0,44500000.0,99500000,0,150600,25100.0,55607.40952,138197,34,0,0,0,0,200,232,0.060196292,0.070229008,0,4344,853.7857143,1458.757542,2127973.566,0,0,0,0,1,0,0,0,1,919.4615385,59.66666667,1656.428571,200,0,0,0,0,0,0,6,358,7,11595,274,235,1,32,4.0,0.0,4,4,99500000.0,0.0,99500000,99500000,0
386,19540,48,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,0,41666.66667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,6542,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
387,53,31424,2,2,84,148,42,42,42.0,0.0,74,74,74.0,0.0,7382.892057,127.2912424,10474.66667,18097.63491,31372,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,64,63.64562118,63.64562118,42,74,54.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,68.5,42.0,74.0,40,0,0,0,0,0,0,2,84,2,148,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
388,53,120748,1,1,50,101,50,50,50.0,0.0,101,101,101.0,0.0,1250.538311,16.56342134,120748.0,0.0,120748,120748,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,8.28171067,8.28171067,50,101,67.0,29.44486373,867.0,0,0,0,0,0,0,0,0,1,100.5,50.0,101.0,32,0,0,0,0,0,0,1,50,1,101,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
389,80,1016,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1968.503937,1016.0,0.0,1016,1016,1016,1016.0,0.0,1016,1016,0,0.0,0.0,0,0,0,0,0,0,64,0,1968.503937,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
390,53,150,2,2,88,144,44,44,44.0,0.0,72,72,72.0,0.0,1546666.667,26666.66667,50.0,80.54191455,143,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,13333.33333,13333.33333,44,72,55.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,69.0,44.0,72.0,40,0,0,0,0,0,0,2,88,2,144,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
391,53,195,2,2,96,180,48,48,48.0,0.0,90,90,90.0,0.0,1415384.615,20512.82051,65.0,107.3871501,189,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10256.41026,10256.41026,48,90,64.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,81.0,48.0,90.0,64,0,0,0,0,0,0,2,96,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
392,443,393911,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,9860.095301,30.46373419,35810.09091,52241.61029,156712,48,393911,65651.83333,57137.17598,156712,439,136560,34140.0,65313.95773,132068,48,0,0,0,0,152,112,17.77051161,12.69322258,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,1
393,53,61348,1,1,45,147,45,45,45.0,0.0,147,147,147.0,0.0,3129.686379,32.60089978,61348.0,0.0,61348,61348,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.30044989,16.30044989,45,147,79.0,58.88972746,3468.0,0,0,0,0,0,0,0,0,1,118.5,45.0,147.0,32,0,0,0,0,0,0,1,45,1,147,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
394,443,1671,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,38898.86296,1795.332136,835.5,1175.918577,1667,4,1671,835.5,1175.918577,1667,4,0,0.0,0.0,0,0,0,0,0,0,60,0,1795.332136,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,0,3,65,0,0,63840,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
395,80,84654182,7,6,375,11595,375,0,53.57142857,141.7366774,4344,0,1932.5,1754.831473,141.398803,0.153565951,7054515.167,24400000.0,84500000,1,84500000,14100000.0,34500000.0,84500000,1,137503,27500.6,54872.58266,125223,16,0,0,0,0,232,200,0.082689358,0.070876593,0,4344,855.0,1459.999473,2131598.462,0,0,0,0,1,0,0,0,0,920.7692308,53.57142857,1932.5,232,0,0,0,0,0,0,7,375,6,11595,251,235,1,32,3.0,0.0,3,3,84500000.0,0.0,84500000,84500000,0
396,53,23625,1,1,50,115,50,50,50.0,0.0,115,115,115.0,0.0,6984.126984,84.65608466,23625.0,0.0,23625,23625,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,42.32804233,42.32804233,50,115,71.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,107.5,50.0,115.0,20,0,0,0,0,0,0,1,50,1,115,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
397,53021,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,31,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
398,443,116051665,34,30,1584,21397,886,0,46.58823529,162.6934499,1418,0,713.2333333,686.1291566,198.0238715,0.551478516,1842089.921,3841084.801,10000000,1,116000000,3516717.121,4769911.762,10000000,2,111000000,3823591.966,4950680.544,10000000,1,0,0,0,0,1096,968,0.292972962,0.258505554,0,1418,353.5538462,582.7699758,339620.8447,0,0,0,1,0,0,0,0,0,359.078125,46.58823529,713.2333333,1096,0,0,0,0,0,0,34,1584,30,21397,29200,378,5,32,67756.41667,108594.7986,412591,36254,9603215.5,1408418.731,10000000,5130903,1
399,80,97702449,8,6,307,11595,307,0,38.375,108.5408909,5792,0,1932.5,2181.008184,121.8188502,0.143292212,7515573.0,27100000.0,97700000,18,97700000,14000000.0,36900000.0,97700000,18,16437,3287.4,4547.712755,9858,45,0,0,0,0,264,200,0.081881264,0.061410948,0,5792,793.4666667,1622.205944,2631552.124,0,0,0,0,1,0,0,0,0,850.1428571,38.375,1932.5,264,0,0,0,0,0,0,8,307,6,11595,274,235,1,32,917.0,0.0,917,917,97700000.0,0.0,97700000,97700000,0
400,443,116126682,29,29,1004,27833,508,0,34.62068966,99.82678348,2920,0,959.7586207,1049.359725,248.3236368,0.499454553,2037310.211,3999018.592,9998781,3,116000000,4147381.5,4928557.504,10000000,3,110000000,3941656.821,4980548.917,10000000,46,0,0,0,0,592,724,0.249727276,0.249727276,0,2920,488.7627119,868.6559642,754563.1841,0,0,0,1,0,0,0,0,1,497.1896552,34.62068966,959.7586207,592,0,0,0,0,0,0,29,1004,29,27833,8192,980,28,20,35815.83333,37365.82665,153824,22947,9641407.417,1230482.582,9998781,5734110,1
401,53,311,2,2,168,392,84,84,84.0,0.0,196,196,196.0,0.0,1800643.087,12861.73633,103.6666667,168.38745,298,1,12,12.0,0.0,12,12,1,1.0,0.0,1,1,0,0,0,0,64,64,6430.868167,6430.868167,84,196,128.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,161.0,84.0,196.0,64,0,0,0,0,0,0,2,168,2,392,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
402,80,98411692,7,5,365,11595,365,0,52.14285714,137.9570326,7240,0,2319.0,3331.638186,121.5302751,0.121936731,8946517.455,29600000.0,98200000,7,98300000,16400000.0,40100000.0,98200000,7,168059,42014.75,74081.12818,152639,188,0,0,0,0,232,168,0.07112976,0.050806971,0,7240,920.0,2243.844952,5034840.167,0,0,0,0,1,0,0,0,0,996.6666667,52.14285714,2319.0,232,0,0,0,0,0,0,7,365,5,11595,251,235,1,32,756.0,0.0,756,756,98200000.0,0.0,98200000,98200000,0
403,443,765945,14,9,530,4071,197,0,37.85714286,66.23949222,1418,0,452.3333333,602.694367,6006.958724,30.02826574,34815.68182,79188.65653,321621,1,765945,58918.84615,97181.27867,321621,1,512955,64119.375,123830.9363,358446,2,0,0,0,0,456,296,18.2780748,11.75019094,0,1418,191.7083333,414.0167482,171409.8678,0,0,0,1,0,0,0,0,0,200.0434783,37.85714286,452.3333333,456,0,0,0,0,0,0,14,530,9,4071,29200,349,5,32,0.0,0.0,0,0,0.0,0.0,0,0,1
404,80,95843454,6,6,326,11595,326,0,54.33333333,133.0889427,4344,0,1932.5,2178.085008,124.3799081,0.125204169,8713041.273,28900000.0,95800000,2,95800000,19200000.0,42900000.0,95800000,196,10980,2196.0,4395.774789,10054,2,0,0,0,0,200,200,0.062602084,0.062602084,0,4344,917.0,1715.185316,2941860.667,0,0,0,0,1,0,0,0,1,993.4166667,54.33333333,1932.5,200,0,0,0,0,0,0,6,326,6,11595,251,235,1,32,485.0,0.0,485,485,95800000.0,0.0,95800000,95800000,0
405,80,67931656,6,6,365,11595,365,0,60.83333333,149.010626,2907,0,1932.5,1496.914126,176.0593029,0.17664813,6175605.091,20400000.0,67800000,1,67800000,13600000.0,30300000.0,67800000,1,148543,29708.6,59789.6032,136265,36,0,0,0,0,200,200,0.088324065,0.088324065,0,2907,920.0,1376.62395,1895093.5,0,0,0,0,1,0,0,0,1,996.6666667,60.83333333,1932.5,200,0,0,0,0,0,0,6,365,6,11595,274,235,1,32,5.0,0.0,5,5,67800000.0,0.0,67800000,67800000,0
406,53,241561,2,2,78,290,39,39,39.0,0.0,145,145,145.0,0.0,1523.424725,16.5589644,80520.33333,139460.1122,241555,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,8.279482201,8.279482201,39,145,81.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,101.75,39.0,145.0,64,0,0,0,0,0,0,2,78,2,290,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
407,443,48966,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,878.1603562,61.26700159,24483.0,34618.53379,48962,4,48966,24483.0,34618.53379,48962,4,0,0.0,0.0,0,0,0,0,0,0,60,0,61.26700159,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,253,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
408,80,98636772,8,6,338,11595,338,0,42.25,119.501046,5792,0,1932.5,2181.008184,120.9792226,0.141934896,7587444.0,27400000.0,98600000,1,98600000,14100000.0,37300000.0,98600000,1,21411,4282.2,5736.110808,10898,45,0,0,0,0,264,200,0.081105655,0.060829241,0,5792,795.5333333,1621.561543,2629461.838,0,0,0,0,1,0,0,0,0,852.3571429,42.25,1932.5,264,0,0,0,0,0,0,8,338,6,11595,251,235,1,32,991.0,0.0,991,991,98600000.0,0.0,98600000,98600000,0
409,80,97635753,8,6,384,11595,378,0,48.0,133.3566646,5792,0,1932.5,2181.008184,122.6907115,0.143390096,7510442.538,27100000.0,97600000,1,97600000,13900000.0,36900000.0,97600000,1,5418,1083.6,2179.621022,4981,46,0,0,0,0,252,200,0.081937198,0.061452898,0,5792,798.6,1620.577754,2626272.257,0,0,0,0,1,0,0,0,0,855.6428571,48.0,1932.5,252,0,0,0,0,0,0,8,384,6,11595,274,235,2,20,1997.0,0.0,1997,1997,97600000.0,0.0,97600000,97600000,0
410,53,30522,1,1,55,55,55,55,55.0,0.0,55,55,55.0,0.0,3603.957801,65.52650547,30522.0,0.0,30522,30522,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.76325274,32.76325274,55,55,55.0,0.0,0.0,0,0,0,0,0,0,0,0,1,82.5,55.0,55.0,20,0,0,0,0,0,0,1,55,1,55,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
411,53,180,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,1611111.111,22222.22222,60.0,64.49030935,130,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,64,64,11111.11111,11111.11111,43,102,66.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,83.25,43.0,102.0,64,0,0,0,0,0,0,2,86,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
412,80,99576967,6,6,356,11595,338,0,59.33333333,136.5498688,8699,0,1932.5,3511.469194,120.0177145,0.120509796,9052451.545,30000000.0,99400000,3,99400000,19900000.0,44500000.0,99400000,3,99600000,19900000.0,44400000.0,99400000,4,0,0,0,0,164,200,0.060254898,0.060254898,0,8699,919.7692308,2469.414983,6098010.359,1,0,0,0,0,0,0,0,1,996.4166667,59.33333333,1932.5,164,0,0,0,0,0,0,6,356,6,11595,0,235,3,20,13990.0,0.0,13990,13990,99400000.0,0.0,99400000,99400000,0
413,443,8480514,266,325,5289,419690,607,0,19.88345865,97.49235843,1687,0,1291.353846,427.6053488,50112.41064,69.68917214,14373.75254,196516.9613,4539948,0,8480514,32001.93962,292632.852,4539948,1,3814136,11772.02469,92713.59729,1532308,1,0,0,0,0,8520,10408,31.36602333,38.32314881,0,1687,717.8699324,710.9903331,505507.2538,0,0,0,1,0,0,0,0,1,719.0846024,19.88345865,1291.353846,8520,0,0,0,0,0,0,266,5289,325,419690,29200,9250,12,32,0.0,0.0,0,0,0.0,0.0,0,0,1
